"date","team","goals","elo","rank","match_id","stage"
"10-Jun-2006","Paraguay","0",1749,29,"2010-101","World Cup"
"10-Jun-2006","Sweden","0",1819,12,"2010-102","World Cup"
"10-Jun-2006","Trinidad and Tobago","0",1568,60,"2010-102","World Cup"
"11-Jun-2006","Mexico","3",1838,9,"2010-103","World Cup"
"11-Jun-2006","Iran","1",1729,19,"2010-103","World Cup"
"11-Jun-2006","Netherlands","1",1995,2,"2010-104","World Cup"
"11-Jun-2006","Serbia and Montenegro","0",1769,23,"2010-104","World Cup"
"11-Jun-2006","Portugal","1",1915,9,"2010-105","World Cup"
"11-Jun-2006","Angola","0",1551,68,"2010-105","World Cup"
"12-Jun-2006","Australia","3",1802,5,"2010-106","World Cup"
"12-Jun-2006","Japan","1",1703,24,"2010-106","World Cup"
"12-Jun-2006","Czechia","3",1972,1,"2010-107","World Cup"
"12-Jun-2006","United States","0",1772,16,"2010-107","World Cup"
"12-Jun-2006","Italy","2",1944,7,"2010-108","World Cup"
"12-Jun-2006","Ghana","0",1594,55,"2010-108","World Cup"
"13-Jun-2006","Brazil","1",2034,1,"2010-109","World Cup"
"13-Jun-2006","Croatia","0",1808,17,"2010-109","World Cup"
"13-Jun-2006","France","0",1945,5,"2010-110","World Cup"
"13-Jun-2006","Switzerland","0",1798,18,"2010-110","World Cup"
"13-Jun-2006","South Korea","2",1731,35,"2010-111","World Cup"
"13-Jun-2006","Togo","1",1467,88,"2010-111","World Cup"
"14-Jun-2006","Germany","1",1912,8,"2010-112","World Cup"
"14-Jun-2006","Poland","0",1738,30,"2010-112","World Cup"
"14-Jun-2006","Saudi Arabia","2",1584,62,"2010-113","World Cup"
"14-Jun-2006","Tunisia","2",1688,44,"2010-113","World Cup"
"14-Jun-2006","Spain","4",1964,3,"2010-114","World Cup"
"14-Jun-2006","Ukraine","0",1730,23,"2010-114","World Cup"
"15-Jun-2006","Ecuador","3",1759,14,"2010-115","World Cup"
"15-Jun-2006","Costa Rica","0",1619,43,"2010-115","World Cup"
"15-Jun-2006","England","2",1988,3,"2010-116","World Cup"
"15-Jun-2006","Trinidad and Tobago","0",1573,64,"2010-116","World Cup"
"15-Jun-2006","Sweden","1",1840,11,"2010-117","World Cup"
"15-Jun-2006","Paraguay","0",1716,28,"2010-117","World Cup"
"16-Jun-2006","Angola","0",1558,60,"2010-118","World Cup"
"16-Jun-2006","Mexico","0",1836,12,"2010-118","World Cup"
"16-Jun-2006","Argentina","6",1940,4,"2010-119","World Cup"
"16-Jun-2006","Serbia and Montenegro","0",1710,25,"2010-119","World Cup"
"16-Jun-2006","Netherlands","2",2010,2,"2010-120","World Cup"
"16-Jun-2006","Ivory Coast","1",1728,31,"2010-120","World Cup"
"17-Jun-2006","Ghana","2",1606,36,"2010-121","World Cup"
"17-Jun-2006","Czechia","0",1841,3,"2010-121","World Cup"
"17-Jun-2006","Italy","1",1932,8,"2010-122","World Cup"
"17-Jun-2006","United States","1",1805,17,"2010-122","World Cup"
"17-Jun-2006","Portugal","2",1922,4,"2010-123","World Cup"
"17-Jun-2006","Iran","0",1717,27,"2010-123","World Cup"
"18-Jun-2006","Brazil","2",2049,1,"2010-124","World Cup"
"18-Jun-2006","Australia","0",1803,14,"2010-124","World Cup"
"18-Jun-2006","Croatia","0",1809,18,"2010-125","World Cup"
"18-Jun-2006","Japan","0",1746,26,"2010-125","World Cup"
"18-Jun-2006","France","1",1925,6,"2010-126","World Cup"
"18-Jun-2006","South Korea","1",1743,20,"2010-126","World Cup"
"19-Jun-2006","Spain","3",1994,2,"2010-127","World Cup"
"19-Jun-2006","Tunisia","1",1670,44,"2010-127","World Cup"
"19-Jun-2006","Switzerland","2",1812,11,"2010-128","World Cup"
"19-Jun-2006","Togo","0",1455,91,"2010-128","World Cup"
"19-Jun-2006","Ukraine","4",1760,21,"2010-129","World Cup"
"19-Jun-2006","Saudi Arabia","0",1532,63,"2010-129","World Cup"
"20-Jun-2006","England","2",1974,4,"2010-130","World Cup"
"20-Jun-2006","Sweden","2",1864,12,"2010-130","World Cup"
"20-Jun-2006","Germany","3",1924,5,"2010-131","World Cup"
"20-Jun-2006","Ecuador","0",1758,22,"2010-131","World Cup"
"20-Jun-2006","Paraguay","2",1740,23,"2010-132","World Cup"
"20-Jun-2006","Trinidad and Tobago","0",1529,63,"2010-132","World Cup"
"20-Jun-2006","Poland","2",1750,25,"2010-133","World Cup"
"20-Jun-2006","Costa Rica","1",1618,48,"2010-133","World Cup"
"21-Jun-2006","Angola","1",1580,63,"2010-134","World Cup"
"21-Jun-2006","Iran","1",1718,35,"2010-134","World Cup"
"21-Jun-2006","Argentina","0",1977,5,"2010-135","World Cup"
"21-Jun-2006","Netherlands","0",2013,2,"2010-135","World Cup"
"21-Jun-2006","Ivory Coast","3",1739,22,"2010-136","World Cup"
"21-Jun-2006","Serbia and Montenegro","2",1685,33,"2010-136","World Cup"
"21-Jun-2006","Portugal","2",1949,6,"2010-137","World Cup"
"21-Jun-2006","Mexico","1",1814,13,"2010-137","World Cup"
"22-Jun-2006","Australia","2",1822,16,"2010-138","World Cup"
"22-Jun-2006","Croatia","2",1816,18,"2010-138","World Cup"
"22-Jun-2006","Brazil","4",2070,1,"2010-139","World Cup"
"22-Jun-2006","Japan","1",1723,32,"2010-139","World Cup"
"22-Jun-2006","Ghana","2",1688,29,"2010-140","World Cup"
"22-Jun-2006","United States","1",1735,19,"2010-140","World Cup"
"22-Jun-2006","Italy","2",1944,0,"2010-141","World Cup"
"22-Jun-2006","Czechia","0",1839,10,"2010-141","World Cup"
"23-Jun-2006","France","2",1942,7,"2010-142","World Cup"
"23-Jun-2006","Togo","0",1457,92,"2010-142","World Cup"
"23-Jun-2006","Spain","1",2008,3,"2010-143","World Cup"
"23-Jun-2006","Saudi Arabia","0",1555,67,"2010-143","World Cup"
"23-Jun-2006","Switzerland","2",1824,10,"2010-144","World Cup"
"23-Jun-2006","South Korea","0",1686,31,"2010-144","World Cup"
"23-Jun-2006","Ukraine","1",1791,20,"2010-145","World Cup"
"23-Jun-2006","Tunisia","0",1642,46,"2010-145","World Cup"
"24-Jun-2006","Argentina","2",1981,2,"2010-146","World Cup"
"24-Jun-2006","Mexico","1",1800,16,"2010-146","World Cup"
"24-Jun-2006","Germany","2",1947,6,"2010-147","World Cup"
"24-Jun-2006","Sweden","0",1827,12,"2010-147","World Cup"
"25-Jun-2006","England","1",1985,2,"2010-148","World Cup"
"25-Jun-2006","Ecuador","0",1753,25,"2010-148","World Cup"
"25-Jun-2006","Portugal","1",1971,-1,"2010-149","World Cup"
"25-Jun-2006","Netherlands","0",1949,2,"2010-149","World Cup"
"26-Jun-2006","Italy","1",1986,2,"2010-150","World Cup"
"26-Jun-2006","Australia","0",1789,17,"2010-150","World Cup"
"26-Jun-2006","Switzerland","0",1853,12,"2010-151","World Cup"
"26-Jun-2006","Ukraine","0",1812,17,"2010-151","World Cup"
"27-Jun-2006","Brazil","3",2085,1,"2010-152","World Cup"
"27-Jun-2006","Ghana","0",1705,36,"2010-152","World Cup"
"27-Jun-2006","France","3",1947,-1,"2010-153","World Cup"
"27-Jun-2006","Spain","1",1906,2,"2010-153","World Cup"
"30-Jun-2006","Germany","1",1959,8,"2010-154","World Cup"
"30-Jun-2006","Argentina","1",1999,1,"2010-154","World Cup"
"30-Jun-2006","Italy","3",2003,1,"2010-155","World Cup"
"30-Jun-2006","Ukraine","0",1762,19,"2010-155","World Cup"
"1-Jul-2006","England","0",1999,6,"2010-156","World Cup"
"1-Jul-2006","Portugal","0",2003,3,"2010-156","World Cup"
"1-Jul-2006","France","1",2000,-1,"2010-157","World Cup"
"1-Jul-2006","Brazil","0",2021,1,"2010-157","World Cup"
"4-Jul-2006","Germany","0",1865,8,"2010-158","World Cup"
"4-Jul-2006","Italy","2",2030,-1,"2010-158","World Cup"
"5-Jul-2006","France","1",2038,1,"2010-159","World Cup"
"5-Jul-2006","Portugal","0",1950,5,"2010-159","World Cup"
"8-Jul-2006","Germany","3",1915,7,"2010-160","World Cup"
"8-Jul-2006","Portugal","1",1897,7,"2010-160","World Cup"
"9-Jul-2006","France","1",2065,2,"2010-161","World Cup"
"9-Jul-2006","Italy","1",2078,1,"2010-161","World Cup"
"8-Aug-2006","Iran","1",1731,33,"2010-162","Friendly"
"8-Aug-2006","United Arab Emirates","0",1499,79,"2010-162","Friendly"
"9-Aug-2006","Japan","2",1738,33,"2010-163","Friendly"
"9-Aug-2006","Trinidad and Tobago","0",1545,71,"2010-163","Friendly"
"9-Aug-2006","Saudi Arabia","1",1559,65,"2010-164","Friendly"
"9-Aug-2006","Bahrain","0",1483,85,"2010-164","Friendly"
"15-Aug-2006","Ghana","2",1717,36,"2010-165","Friendly"
"15-Aug-2006","Togo","0",1450,93,"2010-165","Friendly"
"15-Aug-2006","Iceland","0",1496,74,"2010-166","Friendly"
"15-Aug-2006","Spain","0",1943,7,"2010-166","Friendly"
"15-Aug-2006","Ukraine","6",1789,22,"2010-167","Friendly"
"15-Aug-2006","Azerbaijan","0",1362,108,"2010-167","Friendly"
"16-Aug-2006","Australia","2",1806,18,"2010-168","Asian Cup qualifier"
"16-Aug-2006","Kuwait","0",1442,98,"2010-168","Asian Cup qualifier"
"16-Aug-2006","Bosnia and Herzegovina","1",1618,51,"2010-169","Friendly"
"16-Aug-2006","France","2",2066,0,"2010-169","Friendly"
"16-Aug-2006","Czechia","1",1831,11,"2010-170","Friendly"
"16-Aug-2006","Serbia","3",1716,27,"2010-170","Friendly"
"16-Aug-2006","Denmark","2",1888,10,"2010-171","Friendly"
"16-Aug-2006","Poland","0",1759,27,"2010-171","Friendly"
"16-Aug-2006","England","4",2000,3,"2010-172","Friendly"
"16-Aug-2006","Greece","0",1792,21,"2010-172","Friendly"
"16-Aug-2006","Germany","3",1955,7,"2010-173","Friendly"
"16-Aug-2006","Sweden","0",1835,13,"2010-173","Friendly"
"16-Aug-2006","India","0",1124,168,"2010-174","Asian Cup qualifier"
"16-Aug-2006","Saudi Arabia","3",1565,65,"2010-174","Asian Cup qualifier"
"16-Aug-2006","Iran","1",1704,34,"2010-175","Asian Cup qualifier"
"16-Aug-2006","Syria","1",1477,81,"2010-175","Asian Cup qualifier"
"16-Aug-2006","Ireland","0",1792,16,"2010-176","Friendly"
"16-Aug-2006","Netherlands","4",1983,6,"2010-176","Friendly"
"16-Aug-2006","Italy","0",2025,1,"2010-177","Friendly"
"16-Aug-2006","Croatia","2",1817,12,"2010-177","Friendly"
"16-Aug-2006","Japan","2",1743,31,"2010-178","Asian Cup qualifier"
"16-Aug-2006","Yemen","0",1245,141,"2010-178","Asian Cup qualifier"
"16-Aug-2006","Liechtenstein","0",1117,170,"2010-179","Friendly"
"16-Aug-2006","Switzerland","3",1857,10,"2010-179","Friendly"
"16-Aug-2006","Mali","1",1530,72,"2010-180","Friendly"
"16-Aug-2006","Tunisia","0",1635,47,"2010-180","Friendly"
"16-Aug-2006","Norway","1",1734,34,"2010-181","Friendly"
"16-Aug-2006","Brazil","1",2047,1,"2010-181","Friendly"
"16-Aug-2006","Senegal","1",1668,46,"2010-182","Friendly"
"16-Aug-2006","Ivory Coast","0",1744,28,"2010-182","Friendly"
"16-Aug-2006","Taiwan","0",931,193,"2010-183","Asian Cup qualifier"
"16-Aug-2006","South Korea","3",1723,37,"2010-183","Asian Cup qualifier"
"27-Aug-2006","Saudi Arabia","1",1574,64,"2010-184","Friendly"
"27-Aug-2006","United Arab Emirates","0",1517,76,"2010-184","Friendly"
"29-Aug-2006","Togo","1",1444,96,"2010-185","Friendly"
"29-Aug-2006","Niger","1",1308,127,"2010-185","Friendly"
