"date","team","goals","elo","rank","match_id","stage"
"26-May-2006","Turkey","1",1825,16,"2006-43","Friendly"
"26-May-2006","South Korea","2",1743,33,"2006-44","Friendly"
"26-May-2006","Bosnia and Herzegovina","0",1621,52,"2006-44","Friendly"
"26-May-2006","United States","2",1829,16,"2006-45","Friendly"
"26-May-2006","Venezuela","0",1593,57,"2006-45","Friendly"
"27-May-2006","Denmark","1",1890,10,"2006-46","Friendly"
"27-May-2006","Paraguay","1",1770,29,"2006-46","Friendly"
"27-May-2006","France","1",1958,4,"2006-47","Friendly"
"27-May-2006","Mexico","0",1837,14,"2006-47","Friendly"
"27-May-2006","Germany","7",1894,11,"2006-48","Friendly"
"27-May-2006","Luxembourg","0",979,188,"2006-48","Friendly"
"27-May-2006","Netherlands","1",1995,2,"2006-49","Friendly"
"27-May-2006","Cameroon","0",1782,26,"2006-49","Friendly"
"27-May-2006","Portugal","4",1914,9,"2006-50","Friendly"
"27-May-2006","Cape Verde","1",1317,125,"2006-50","Friendly"
"27-May-2006","Serbia and Montenegro","1",1797,23,"2006-51","Friendly"
"27-May-2006","Uruguay","1",1837,16,"2006-51","Friendly"
"27-May-2006","Spain","0",1946,5,"2006-52","Friendly"
"27-May-2006","Russia","0",1746,31,"2006-52","Friendly"
"27-May-2006","Switzerland","1",1786,24,"2006-53","Friendly"
"27-May-2006","Ivory Coast","1",1754,32,"2006-53","Friendly"
"27-May-2006","Wales","2",1595,54,"2006-54","Friendly"
"27-May-2006","Trinidad and Tobago","1",1570,62,"2006-54","Friendly"
"28-May-2006","Croatia","2",1852,13,"2006-55","Friendly"
"28-May-2006","Iran","2",1803,20,"2006-55","Friendly"
"28-May-2006","Macedonia","2",1475,82,"2006-56","Friendly"
"28-May-2006","Ecuador","1",1683,39,"2006-56","Friendly"
"28-May-2006","Ukraine","4",1767,28,"2006-57","Friendly"
"28-May-2006","Costa Rica","0",1714,36,"2006-57","Friendly"
"28-May-2006","United States","1",1833,17,"2006-58","Friendly"
"28-May-2006","Latvia","0",1481,89,"2006-58","Friendly"
"29-May-2006","Ghana","4",1575,53,"2006-59","Friendly"
"29-May-2006","Jamaica","1",1612,49,"2006-59","Friendly"
"30-May-2006","Argentina","2",1918,8,"2006-60","Friendly"
"30-May-2006","Angola","0",1569,67,"2006-60","Friendly"
"30-May-2006","Chile","1",1707,41,"2006-61","Friendly"
"30-May-2006","Ivory Coast","1",1756,32,"2006-61","Friendly"
"30-May-2006","Czechia","1",1968,3,"2006-62","Friendly"
"30-May-2006","Costa Rica","0",1722,38,"2006-62","Friendly"
"30-May-2006","England","3",1968,3,"2006-63","Friendly"
"30-May-2006","Hungary","1",1605,56,"2006-63","Friendly"
"30-May-2006","Germany","2",1884,11,"2006-64","Friendly"
"30-May-2006","Japan","2",1783,25,"2006-64","Friendly"
"30-May-2006","Poland","1",1797,18,"2006-65","Friendly"
"30-May-2006","Colombia","2",1762,29,"2006-65","Friendly"
"30-May-2006","Tunisia","3",1694,42,"2006-66","Friendly tournament"
"30-May-2006","Belarus","0",1561,64,"2006-66","Friendly tournament"
"31-May-2006","France","2",1963,1,"2006-67","Friendly"
"31-May-2006","Denmark","0",1880,10,"2006-67","Friendly"
"31-May-2006","Iran","5",1807,19,"2006-68","Friendly"
"31-May-2006","Bosnia and Herzegovina","2",1616,53,"2006-68","Friendly"
"31-May-2006","Paraguay","1",1776,28,"2006-69","Friendly"
"31-May-2006","Georgia","0",1494,81,"2006-69","Friendly"
"31-May-2006","Slovenia","3",1601,52,"2006-70","Friendly"
"31-May-2006","Trinidad and Tobago","1",1560,64,"2006-70","Friendly"
"31-May-2006","Switzerland","1",1790,25,"2006-71","Friendly"
"31-May-2006","Italy","1",1947,7,"2006-71","Friendly"
"31-May-2006","Turkey","1",1823,17,"2006-72","Friendly"
"31-May-2006","Saudi Arabia","0",1580,63,"2006-72","Friendly"
"1-Jun-2006","Netherlands","2",1998,2,"2006-73","Friendly"
"1-Jun-2006","Mexico","1",1834,15,"2006-73","Friendly"
"1-Jun-2006","Norway","0",1732,36,"2006-74","Friendly"
"1-Jun-2006","South Korea","0",1750,33,"2006-74","Friendly"
"2-Jun-2006","Germany","3",1889,10,"2006-75","Friendly"
"2-Jun-2006","Colombia","0",1760,31,"2006-75","Friendly"
"2-Jun-2006","Italy","0",1939,7,"2006-76","Friendly"
"2-Jun-2006","Ukraine","0",1779,27,"2006-76","Friendly"
"2-Jun-2006","Liechtenstein","0",1116,170,"2006-77","Friendly"
"2-Jun-2006","Togo","1",1487,85,"2006-77","Friendly"
"2-Jun-2006","Sweden","1",1855,12,"2006-78","Friendly"
"2-Jun-2006","Chile","1",1708,36,"2006-78","Friendly"
"2-Jun-2006","Tunisia","0",1706,42,"2006-79","Friendly tournament"
"2-Jun-2006","Uruguay","0",1838,15,"2006-79","Friendly tournament"
"2-Jun-2006","Turkey","3",1827,18,"2006-80","Friendly"
"2-Jun-2006","Angola","2",1565,66,"2006-80","Friendly"
"3-Jun-2006","Czechia","3",1970,4,"2006-81","Friendly"
"3-Jun-2006","Trinidad and Tobago","0",1566,66,"2006-81","Friendly"
"3-Jun-2006","England","6",1970,2,"2006-82","Friendly"
"3-Jun-2006","Jamaica","0",1628,51,"2006-82","Friendly"
"3-Jun-2006","Poland","1",1811,19,"2006-83","Friendly"
"3-Jun-2006","Croatia","0",1834,13,"2006-83","Friendly"
"3-Jun-2006","Portugal","3",1915,9,"2006-84","Friendly"
"3-Jun-2006","Luxembourg","0",979,188,"2006-84","Friendly"
"3-Jun-2006","Spain","2",1953,6,"2006-85","Friendly"
"3-Jun-2006","Egypt","0",1743,35,"2006-85","Friendly"
"3-Jun-2006","Switzerland","4",1792,23,"2006-86","Friendly"
"3-Jun-2006","China","1",1598,56,"2006-86","Friendly"
"4-Jun-2006","Brazil","4",2032,1,"2006-87","Friendly"
"4-Jun-2006","New Zealand","0",1518,74,"2006-87","Friendly"
"4-Jun-2006","Ghana","3",1597,50,"2006-88","Friendly"
"4-Jun-2006","South Korea","1",1710,34,"2006-88","Friendly"
"4-Jun-2006","Ivory Coast","3",1757,32,"2006-89","Friendly"
"4-Jun-2006","Slovenia","0",1589,55,"2006-89","Friendly"
"4-Jun-2006","Japan","1",1788,26,"2006-90","Friendly"
"4-Jun-2006","Malta","0",1252,140,"2006-90","Friendly"
"4-Jun-2006","Netherlands","1",1988,2,"2006-91","Friendly"
"4-Jun-2006","Australia","1",1794,21,"2006-91","Friendly"
"5-Jun-2006","Ukraine","3",1784,24,"2006-92","Friendly"
"5-Jun-2006","Libya","0",1458,93,"2006-92","Friendly"
"5-Jun-2006","United States","1",1834,15,"2006-93","Friendly"
"5-Jun-2006","Angola","0",1561,66,"2006-93","Friendly"
"7-Jun-2006","Australia","3",1801,23,"2006-94","Friendly"
"7-Jun-2006","Liechtenstein","1",1118,170,"2006-94","Friendly"
"7-Jun-2006","France","3",1971,1,"2006-95","Friendly"
"7-Jun-2006","China","1",1600,58,"2006-95","Friendly"
"7-Jun-2006","Spain","2",1957,6,"2006-96","Friendly"
"7-Jun-2006","Croatia","1",1831,13,"2006-96","Friendly"
"8-Jun-2006","Luxembourg","0",977,188,"2006-97","Friendly"
"8-Jun-2006","Ukraine","3",1789,26,"2006-97","Friendly"
"9-Jun-2006","Ecuador","2",1699,21,"2006-98","World Cup"
"9-Jun-2006","Poland","0",1702,19,"2006-98","World Cup"
"9-Jun-2006","Germany","4",1897,10,"2006-99","World Cup"
"9-Jun-2006","Costa Rica","2",1694,38,"2006-99","World Cup"
"10-Jun-2006","Argentina","2",1922,8,"2006-100","World Cup"
"10-Jun-2006","Ivory Coast","1",1732,31,"2006-100","World Cup"
"10-Jun-2006","England","1",1973,3,"2006-101","World Cup"
"10-Jun-2006","Paraguay","0",1749,29,"2006-101","World Cup"
"10-Jun-2006","Sweden","0",1819,12,"2006-102","World Cup"
"10-Jun-2006","Trinidad and Tobago","0",1568,60,"2006-102","World Cup"
"11-Jun-2006","Mexico","3",1838,9,"2006-103","World Cup"
"11-Jun-2006","Iran","1",1729,19,"2006-103","World Cup"
"11-Jun-2006","Netherlands","1",1995,2,"2006-104","World Cup"
"11-Jun-2006","Serbia and Montenegro","0",1769,23,"2006-104","World Cup"
"11-Jun-2006","Portugal","1",1915,9,"2006-105","World Cup"
"11-Jun-2006","Angola","0",1551,68,"2006-105","World Cup"
"12-Jun-2006","Australia","3",1802,5,"2006-106","World Cup"
"12-Jun-2006","Japan","1",1703,24,"2006-106","World Cup"
"12-Jun-2006","Czechia","3",1972,1,"2006-107","World Cup"
"12-Jun-2006","United States","0",1772,16,"2006-107","World Cup"
"12-Jun-2006","Italy","2",1944,7,"2006-108","World Cup"
"12-Jun-2006","Ghana","0",1594,55,"2006-108","World Cup"
"13-Jun-2006","Brazil","1",2034,1,"2006-109","World Cup"
"13-Jun-2006","Croatia","0",1808,17,"2006-109","World Cup"
"13-Jun-2006","France","0",1945,5,"2006-110","World Cup"
"13-Jun-2006","Switzerland","0",1798,18,"2006-110","World Cup"
"13-Jun-2006","South Korea","2",1731,35,"2006-111","World Cup"
"13-Jun-2006","Togo","1",1467,88,"2006-111","World Cup"
"14-Jun-2006","Germany","1",1912,8,"2006-112","World Cup"
"14-Jun-2006","Poland","0",1738,30,"2006-112","World Cup"
"14-Jun-2006","Saudi Arabia","2",1584,62,"2006-113","World Cup"
"14-Jun-2006","Tunisia","2",1688,44,"2006-113","World Cup"
"14-Jun-2006","Spain","4",1964,3,"2006-114","World Cup"
"14-Jun-2006","Ukraine","0",1730,23,"2006-114","World Cup"
"15-Jun-2006","Ecuador","3",1759,14,"2006-115","World Cup"
"15-Jun-2006","Costa Rica","0",1619,43,"2006-115","World Cup"
"15-Jun-2006","England","2",1988,3,"2006-116","World Cup"
"15-Jun-2006","Trinidad and Tobago","0",1573,64,"2006-116","World Cup"
"15-Jun-2006","Sweden","1",1840,11,"2006-117","World Cup"
"15-Jun-2006","Paraguay","0",1716,28,"2006-117","World Cup"
"16-Jun-2006","Angola","0",1558,60,"2006-118","World Cup"
"16-Jun-2006","Mexico","0",1836,12,"2006-118","World Cup"
"16-Jun-2006","Argentina","6",1940,4,"2006-119","World Cup"
"16-Jun-2006","Serbia and Montenegro","0",1710,25,"2006-119","World Cup"
"16-Jun-2006","Netherlands","2",2010,2,"2006-120","World Cup"
"16-Jun-2006","Ivory Coast","1",1728,31,"2006-120","World Cup"
"17-Jun-2006","Ghana","2",1606,36,"2006-121","World Cup"
"17-Jun-2006","Czechia","0",1841,3,"2006-121","World Cup"
"17-Jun-2006","Italy","1",1932,8,"2006-122","World Cup"
"17-Jun-2006","United States","1",1805,17,"2006-122","World Cup"
"17-Jun-2006","Portugal","2",1922,4,"2006-123","World Cup"
"17-Jun-2006","Iran","0",1717,27,"2006-123","World Cup"
"18-Jun-2006","Brazil","2",2049,1,"2006-124","World Cup"
"18-Jun-2006","Australia","0",1803,14,"2006-124","World Cup"
"18-Jun-2006","Croatia","0",1809,18,"2006-125","World Cup"
"18-Jun-2006","Japan","0",1746,26,"2006-125","World Cup"
"18-Jun-2006","France","1",1925,6,"2006-126","World Cup"
"18-Jun-2006","South Korea","1",1743,20,"2006-126","World Cup"
"19-Jun-2006","Spain","3",1994,2,"2006-127","World Cup"
"19-Jun-2006","Tunisia","1",1670,44,"2006-127","World Cup"
"19-Jun-2006","Switzerland","2",1812,11,"2006-128","World Cup"
"19-Jun-2006","Togo","0",1455,91,"2006-128","World Cup"
"19-Jun-2006","Ukraine","4",1760,21,"2006-129","World Cup"
"19-Jun-2006","Saudi Arabia","0",1532,63,"2006-129","World Cup"
"20-Jun-2006","England","2",1974,4,"2006-130","World Cup"
"20-Jun-2006","Sweden","2",1864,12,"2006-130","World Cup"
"20-Jun-2006","Germany","3",1924,5,"2006-131","World Cup"
"20-Jun-2006","Ecuador","0",1758,22,"2006-131","World Cup"
"20-Jun-2006","Paraguay","2",1740,23,"2006-132","World Cup"
"20-Jun-2006","Trinidad and Tobago","0",1529,63,"2006-132","World Cup"
"20-Jun-2006","Poland","2",1750,25,"2006-133","World Cup"
"20-Jun-2006","Costa Rica","1",1618,48,"2006-133","World Cup"
"21-Jun-2006","Angola","1",1580,63,"2006-134","World Cup"
"21-Jun-2006","Iran","1",1718,35,"2006-134","World Cup"
"21-Jun-2006","Argentina","0",1977,5,"2006-135","World Cup"
"21-Jun-2006","Netherlands","0",2013,2,"2006-135","World Cup"
"21-Jun-2006","Ivory Coast","3",1739,22,"2006-136","World Cup"
"21-Jun-2006","Serbia and Montenegro","2",1685,33,"2006-136","World Cup"
"21-Jun-2006","Portugal","2",1949,6,"2006-137","World Cup"
"21-Jun-2006","Mexico","1",1814,13,"2006-137","World Cup"
"22-Jun-2006","Australia","2",1822,16,"2006-138","World Cup"
"22-Jun-2006","Croatia","2",1816,18,"2006-138","World Cup"
"22-Jun-2006","Brazil","4",2070,1,"2006-139","World Cup"
"22-Jun-2006","Japan","1",1723,32,"2006-139","World Cup"
"22-Jun-2006","Ghana","2",1688,29,"2006-140","World Cup"
"22-Jun-2006","United States","1",1735,19,"2006-140","World Cup"
"22-Jun-2006","Italy","2",1944,0,"2006-141","World Cup"
"22-Jun-2006","Czechia","0",1839,10,"2006-141","World Cup"
"23-Jun-2006","France","2",1942,7,"2006-142","World Cup"
"23-Jun-2006","Togo","0",1457,92,"2006-142","World Cup"
"23-Jun-2006","Spain","1",2008,3,"2006-143","World Cup"
"23-Jun-2006","Saudi Arabia","0",1555,67,"2006-143","World Cup"
"23-Jun-2006","Switzerland","2",1824,10,"2006-144","World Cup"
"23-Jun-2006","South Korea","0",1686,31,"2006-144","World Cup"
"23-Jun-2006","Ukraine","1",1791,20,"2006-145","World Cup"
"23-Jun-2006","Tunisia","0",1642,46,"2006-145","World Cup"
"24-Jun-2006","Argentina","2",1981,2,"2006-146","World Cup"
"24-Jun-2006","Mexico","1",1800,16,"2006-146","World Cup"
"24-Jun-2006","Germany","2",1947,6,"2006-147","World Cup"
"24-Jun-2006","Sweden","0",1827,12,"2006-147","World Cup"
"25-Jun-2006","England","1",1985,2,"2006-148","World Cup"
"25-Jun-2006","Ecuador","0",1753,25,"2006-148","World Cup"
"25-Jun-2006","Portugal","1",1971,-1,"2006-149","World Cup"
"25-Jun-2006","Netherlands","0",1949,2,"2006-149","World Cup"
"26-Jun-2006","Italy","1",1986,2,"2006-150","World Cup"
"26-Jun-2006","Australia","0",1789,17,"2006-150","World Cup"
"26-Jun-2006","Switzerland","0",1853,12,"2006-151","World Cup"
"26-Jun-2006","Ukraine","0",1812,17,"2006-151","World Cup"
"27-Jun-2006","Brazil","3",2085,1,"2006-152","World Cup"
"27-Jun-2006","Ghana","0",1705,36,"2006-152","World Cup"
"27-Jun-2006","France","3",1947,-1,"2006-153","World Cup"
"27-Jun-2006","Spain","1",1906,2,"2006-153","World Cup"
"30-Jun-2006","Germany","1",1959,8,"2006-154","World Cup"
"30-Jun-2006","Argentina","1",1999,1,"2006-154","World Cup"
"30-Jun-2006","Italy","3",2003,1,"2006-155","World Cup"
"30-Jun-2006","Ukraine","0",1762,19,"2006-155","World Cup"
"1-Jul-2006","England","0",1999,6,"2006-156","World Cup"
"1-Jul-2006","Portugal","0",2003,3,"2006-156","World Cup"
"1-Jul-2006","France","1",2000,-1,"2006-157","World Cup"
"1-Jul-2006","Brazil","0",2021,1,"2006-157","World Cup"
"4-Jul-2006","Germany","0",1865,8,"2006-158","World Cup"
"4-Jul-2006","Italy","2",2030,-1,"2006-158","World Cup"
"5-Jul-2006","France","1",2038,1,"2006-159","World Cup"
"5-Jul-2006","Portugal","0",1950,5,"2006-159","World Cup"
"8-Jul-2006","Germany","3",1915,7,"2006-160","World Cup"
"8-Jul-2006","Portugal","1",1897,7,"2006-160","World Cup"
"9-Jul-2006","France","1",2065,2,"2006-161","World Cup"
"9-Jul-2006","Italy","1",2078,1,"2006-161","World Cup"
"8-Aug-2006","Iran","1",1731,33,"2006-162","Friendly"
"8-Aug-2006","United Arab Emirates","0",1499,79,"2006-162","Friendly"
"9-Aug-2006","Japan","2",1738,33,"2006-163","Friendly"
"9-Aug-2006","Trinidad and Tobago","0",1545,71,"2006-163","Friendly"
"9-Aug-2006","Saudi Arabia","1",1559,65,"2006-164","Friendly"
"9-Aug-2006","Bahrain","0",1483,85,"2006-164","Friendly"
"15-Aug-2006","Ghana","2",1717,36,"2006-165","Friendly"
"15-Aug-2006","Togo","0",1450,93,"2006-165","Friendly"
"15-Aug-2006","Iceland","0",1496,74,"2006-166","Friendly"
"15-Aug-2006","Spain","0",1943,7,"2006-166","Friendly"
"15-Aug-2006","Ukraine","6",1789,22,"2006-167","Friendly"
"15-Aug-2006","Azerbaijan","0",1362,108,"2006-167","Friendly"
"16-Aug-2006","Australia","2",1806,18,"2006-168","Asian Cup qualifier"
"16-Aug-2006","Kuwait","0",1442,98,"2006-168","Asian Cup qualifier"
"16-Aug-2006","Bosnia and Herzegovina","1",1618,51,"2006-169","Friendly"
"16-Aug-2006","France","2",2066,0,"2006-169","Friendly"
"16-Aug-2006","Czechia","1",1831,11,"2006-170","Friendly"
"16-Aug-2006","Serbia","3",1716,27,"2006-170","Friendly"
"16-Aug-2006","Denmark","2",1888,10,"2006-171","Friendly"
"16-Aug-2006","Poland","0",1759,27,"2006-171","Friendly"
"16-Aug-2006","England","4",2000,3,"2006-172","Friendly"
"16-Aug-2006","Greece","0",1792,21,"2006-172","Friendly"
"16-Aug-2006","Germany","3",1955,7,"2006-173","Friendly"
"16-Aug-2006","Sweden","0",1835,13,"2006-173","Friendly"
"16-Aug-2006","India","0",1124,168,"2006-174","Asian Cup qualifier"
"16-Aug-2006","Saudi Arabia","3",1565,65,"2006-174","Asian Cup qualifier"
"16-Aug-2006","Iran","1",1704,34,"2006-175","Asian Cup qualifier"
"16-Aug-2006","Syria","1",1477,81,"2006-175","Asian Cup qualifier"
"16-Aug-2006","Ireland","0",1792,16,"2006-176","Friendly"
"16-Aug-2006","Netherlands","4",1983,6,"2006-176","Friendly"
"16-Aug-2006","Italy","0",2025,1,"2006-177","Friendly"
"16-Aug-2006","Croatia","2",1817,12,"2006-177","Friendly"
"16-Aug-2006","Japan","2",1743,31,"2006-178","Asian Cup qualifier"
"16-Aug-2006","Yemen","0",1245,141,"2006-178","Asian Cup qualifier"
"16-Aug-2006","Liechtenstein","0",1117,170,"2006-179","Friendly"
"16-Aug-2006","Switzerland","3",1857,10,"2006-179","Friendly"
"16-Aug-2006","Mali","1",1530,72,"2006-180","Friendly"
"16-Aug-2006","Tunisia","0",1635,47,"2006-180","Friendly"
"16-Aug-2006","Norway","1",1734,34,"2006-181","Friendly"
"16-Aug-2006","Brazil","1",2047,1,"2006-181","Friendly"
"16-Aug-2006","Senegal","1",1668,46,"2006-182","Friendly"
"16-Aug-2006","Ivory Coast","0",1744,28,"2006-182","Friendly"
"16-Aug-2006","Taiwan","0",931,193,"2006-183","Asian Cup qualifier"
"16-Aug-2006","South Korea","3",1723,37,"2006-183","Asian Cup qualifier"
"27-Aug-2006","Saudi Arabia","1",1574,64,"2006-184","Friendly"
"27-Aug-2006","United Arab Emirates","0",1517,76,"2006-184","Friendly"
"29-Aug-2006","Togo","1",1444,96,"2006-185","Friendly"
"29-Aug-2006","Niger","1",1308,127,"2006-185","Friendly"
